"Account_ID","Prediction"
1000002,0.651947022520794
1000004,0.0187956877052784
1000005,0.40049081741084
1000010,0.306414908129816
1000014,0.994975471919782
1000017,0.689497677647338
1000019,0.506816983964626
1000022,0.476560462791838
1000023,0.560926767879718
1000024,0.6351871409153
1000034,0.315212356608839
1000037,0.666115571712544
1000042,0.696929931640625
1000044,0.719897478202799
1000046,0.905145398482747
1000050,0.246861118805676
1000052,0.534253543493109
1000063,0.600414752960205
1000072,0.830237354850603
1000079,0.714335441589355
1000082,0.000713559333235025
1000089,0.530815753369929
1000100,0.940507781407582
1000101,0.419824242591858
1000104,0.709157182958844
1000111,0.951512217521667
1000113,0.999121367931366
1000115,0.70260483509085
1000122,0.441091507673264
1000124,0.473049309764752
1000125,0.616772830486298
1000133,0.701817094873996
1000138,0.304244348989869
1000149,0.674309304374429
1000153,0.776179194450378
1000158,0.513467195282733
1000168,0.486087442189487
1000191,0.000535377475898713
1000195,0.119422311743107
1000196,0.80955576227222
1000202,0.161076977849007
1000206,0.348986603680563
1000207,0.514549881143578
1000212,0.700768530368805
1000219,0.162616759538651
1000220,0.478670622975931
1000235,0.784811913967133
1000237,0.00576571887359023
1000240,0.824040486711942
1000249,0.4427334626599
1000253,0.519853447301822
1000258,0.642198324203491
1000273,0.751960547498521
1000274,0.531098039110064
1000275,0.747494339942932
1000280,0.344951400257767
1000283,0.184936106204987
1000287,0.79192761050229
1000292,0.0611902339917799
1000303,0.773675938271102
1000304,0.497170724177479
1000306,0.419508686373058
1000310,0.680099022318432
1000312,0.36413045809442
1000314,0.137502387166023
1000316,0.445637250988144
1000320,0.468047843391481
1000353,0.567172527313232
1000359,0.883647322654724
1000366,0.687409587086857
1000381,0.414549497567905
1000382,0.459573902126472
1000383,0.702546091388989
1000384,0.756587571761607
1000396,0.795983731746674
1000399,0.43769244825889
1000404,0.976747810840607
1000407,0.490426556516951
1000423,0.428943547677168
1000444,0.472519267175965
1000445,0.424157466035881
1000449,0.66286350578066
1000452,0.690942227840424
1000457,0.622296810150146
1000459,0.449659393766461
1000465,0.00590909644961357
1000474,0.817314028739929
1000475,0.896545737259941
1000483,0.56147050951852
1000491,0.495927664753623
1000499,0.982374908454669
1000500,0.830966093809189
1000502,0.929182184554998
1000505,0.4986009270203
1000507,0.137212052941322
1000520,0.573500096797943
1000533,0.749008277948045
1000535,0.493157505256068
1000539,0.498623975077066
1000542,0.402977412496833
1000545,0.689221558241634
1000552,0.362544372426556
1000554,0.634094767230961
1000556,0.721785426139832
1000558,0.28457310795784
1000559,0.500989362159681
1000560,0.551557421684265
1000561,0.299762682914952
1000563,0.580770105735029
1000570,0.674017840789793
1000573,0.766833447178243
1000574,0.215208127515525
1000582,0.776329278945923
1000587,0.640422420707022
1000589,0.545157372951508
1000592,0.563690275207266
1000594,0.996116584373065
1000600,0.150076508522034
1000609,0.435390440509518
1000610,0.549564678594652
1000619,0.263332939354529
1000623,0.50974046108615
1000630,0.452473336001334
1000637,0.0969851240515709
1000641,0.42878970847257
1000645,0.36612993478775
1000647,0.511001348495483
1000648,0.53037828207016
1000653,0.657928073727477
1000656,0.479581479192032
1000661,0.730110795002901
1000662,0.622001555385096
1000673,0.999254686556602
1000678,0.889222795295247
1000679,0.834675571547017
1000681,0.753542184829712
