"Account_ID","Prediction"
"1000002","1"
"1000004","0"
"1000005","0"
"1000010","0"
"1000014","1"
"1000017","0"
"1000019","0"
"1000022","0"
"1000023","0"
"1000024","1"
"1000034","0"
"1000037","0"
"1000042","0"
"1000044","0"
"1000046","1"
"1000050","0"
"1000052","0"
"1000063","0"
"1000072","0"
"1000079","1"
"1000082","0"
"1000089","0"
"1000100","1"
"1000101","0"
"1000104","0"
"1000111","0"
"1000113","0"
"1000115","0"
"1000122","0"
"1000124","0"
"1000125","0"
"1000133","1"
"1000138","0"
"1000149","1"
"1000153","0"
"1000158","0"
"1000168","0"
"1000191","0"
"1000195","0"
"1000196","0"
"1000202","1"
"1000206","0"
"1000207","0"
"1000212","0"
"1000219","0"
"1000220","0"
"1000235","0"
"1000237","0"
"1000240","0"
"1000249","0"
"1000253","0"
"1000258","0"
"1000273","0"
"1000274","0"
"1000275","0"
"1000280","0"
"1000283","0"
"1000287","0"
"1000292","0"
"1000303","0"
"1000304","0"
"1000306","0"
"1000310","0"
"1000312","0"
"1000314","0"
"1000316","0"
"1000320","0"
"1000353","0"
"1000359","0"
"1000366","0"
"1000381","1"
"1000382","0"
"1000383","0"
"1000384","0"
"1000396","0"
"1000399","0"
"1000404","0"
"1000407","0"
"1000423","0"
"1000444","0"
"1000445","0"
"1000449","1"
"1000452","0"
"1000457","0"
"1000459","0"
"1000465","0"
"1000474","0"
"1000475","0"
"1000483","0"
"1000491","0"
"1000499","0"
"1000500","0"
"1000502","1"
"1000505","0"
"1000507","0"
"1000520","0"
"1000533","0"
"1000535","0"
"1000539","0"
"1000542","1"
"1000545","0"
"1000552","0"
"1000554","0"
"1000556","0"
"1000558","0"
"1000559","0"
"1000560","0"
"1000561","0"
"1000563","0"
"1000570","0"
"1000573","0"
"1000574","0"
"1000582","0"
"1000587","0"
"1000589","0"
"1000592","0"
"1000594","0"
"1000600","0"
"1000609","0"
"1000610","0"
"1000619","0"
"1000623","0"
"1000630","0"
"1000637","0"
"1000641","0"
"1000645","0"
"1000647","0"
"1000648","0"
"1000653","0"
"1000656","0"
"1000661","1"
"1000662","0"
"1000673","0"
"1000678","1"
"1000679","0"
"1000681","0"
"1000683","0"
"1000684","0"
"1000685","0"
"1000696","0"
"1000702","0"
"1000705","0"
"1000706","0"
"1000708","0"
"1000712","0"
"1000723","0"
"1000731","1"
"1000733","0"
"1000735","0"
"1000745","0"
"1000752","0"
"1000753","0"
"1000756","0"
"1000759","0"
"1000765","0"
"1000766","1"
"1000779","0"
"1000783","0"
"1000789","0"
"1000791","0"
"1000794","0"
"1000797","0"
"1000799","0"
"1000800","0"
"1000802","0"
"1000811","0"
"1000813","0"
"1000817","0"
"1000819","0"
"1000823","0"
"1000825","0"
"1000827","0"
"1000834","0"
"1000835","0"
"1000837","0"
"1000838","1"
"1000843","0"
"1000844","0"
"1000851","0"
"1000862","0"
"1000864","1"
"1000865","1"
"1000868","0"
"1000872","0"
"1000873","0"
"1000876","0"
"1000877","0"
"1000883","1"
"1000887","0"
"1000892","0"
"1000894","0"
"1000897","0"
"1000898","0"
"1000903","0"
"1000907","0"
"1000912","0"
"1000913","0"
"1000919","0"
"1000924","0"
"1000931","0"
"1000932","0"
"1000939","0"
"1000941","0"
"1000942","1"
"1000954","0"
"1000956","0"
"1000957","0"
"1000962","0"
"1000973","1"
"1000977","1"
"1000980","0"
"1000981","0"
"1000986","0"
"1000992","0"
"1000998","0"
"1000999","1"
"1001001","0"
"1001002","0"
"1001003","0"
"1001007","0"
"1001018","0"
"1001019","0"
"1001024","0"
"1001026","0"
"1001028","0"
"1001030","0"
"1001032","0"
"1001034","0"
"1001037","0"
"1001047","0"
"1001049","0"
"1001060","0"
"1001063","0"
"1001067","0"
"1001068","0"
"1001072","0"
"1001074","0"
"1001077","1"
"1001085","1"
"1001087","0"
"1001088","0"
"1001095","0"
"1001096","0"
"1001098","0"
"1001104","0"
"1001107","1"
"1001109","0"
"1001110","0"
"1001112","0"
"1001123","1"
"1001125","1"
"1001127","0"
"1001133","1"
"1001135","0"
"1001136","0"
"1001139","0"
"1001141","0"
"1001143","1"
"1001145","0"
"1001153","0"
"1001156","0"
"1001161","0"
"1001165","0"
"1001172","0"
"1001174","0"
"1001179","0"
"1001183","1"
"1001186","0"
"1001192","0"
"1001194","0"
"1001199","0"
"1001201","0"
"1001208","0"
"1001214","1"
"1001215","0"
"1001221","0"
"1001225","0"
"1001229","0"
"1001234","0"
"1001240","0"
"1001245","0"
"1001246","1"
"1001253","0"
"1001258","1"
"1001259","0"
"1001263","0"
"1001264","1"
"1001270","0"
"1001271","0"
"1001273","0"
"1001274","0"
"1001279","1"
"1001280","0"
"1001282","0"
"1001287","1"
"1001289","0"
"1001292","0"
"1001294","0"
"1001296","0"
"1001306","1"
"1001312","1"
"1001318","0"
"1001320","0"
"1001322","1"
"1001323","1"
"1001324","1"
"1001326","0"
"1001327","0"
"1001330","0"
"1001331","0"
"1001334","0"
"1001335","0"
"1001337","0"
"1001341","0"
"1001342","0"
"1001345","0"
"1001349","0"
"1001350","0"
"1001354","0"
"1001357","0"
"1001359","1"
"1001364","0"
"1001370","0"
"1001372","0"
"1001376","0"
"1001377","0"
"1001383","0"
"1001386","0"
"1001387","1"
"1001391","0"
"1001392","0"
"1001393","0"
"1001394","0"
"1001401","0"
"1001404","0"
"1001406","0"
"1001413","0"
"1001423","0"
"1001424","0"
"1001425","0"
"1001428","1"
"1001431","0"
"1001432","0"
"1001433","0"
"1001434","0"
"1001436","0"
"1001437","0"
"1001438","0"
"1001442","0"
"1001444","0"
"1001445","0"
"1001446","0"
"1001448","1"
"1001450","0"
"1001451","0"
"1001453","0"
"1001457","0"
"1001458","1"
"1001461","0"
"1001462","0"
"1001465","0"
"1001466","0"
"1001468","0"
"1001469","0"
"1001470","0"
"1001477","1"
"1001480","0"
"1001482","0"
"1001484","0"
"1001485","0"
"1001487","0"
"1001492","0"
"1001494","1"
"1001497","0"
"1001500","0"
"1001501","1"
"1001502","0"
"1001509","0"
"1001516","0"
"1001518","0"
"1001522","0"
"1001523","0"
"1001527","0"
"1001530","0"
"1001532","0"
"1001535","0"
"1001537","0"
"1001538","1"
"1001539","0"
"1001540","1"
"1001547","0"
"1001548","0"
"1001549","0"
"1001551","0"
"1001556","1"
"1001568","1"
"1001570","0"
"1001572","0"
"1001574","0"
"1001581","1"
"1001582","0"
"1001583","0"
"1001584","0"
"1001585","0"
"1001588","0"
"1001592","0"
"1001595","0"
"1001596","0"
"1001607","0"
"1001612","0"
"1001615","0"
"1001617","0"
"1001618","1"
"1001619","1"
"1001622","0"
"1001623","0"
"1001624","0"
"1001629","1"
"1001630","0"
"1001635","0"
"1001645","1"
"1001649","0"
"1001653","0"
"1001654","1"
"1001655","0"
"1001657","0"
"1001658","0"
"1001661","1"
"1001662","0"
"1001670","0"
"1001671","1"
"1001672","0"
"1001673","0"
"1001674","0"
"1001676","0"
"1001678","1"
"1001679","0"
"1001681","0"
"1001683","1"
"1001687","0"
"1001689","0"
"1001692","0"
"1001693","0"
"1001703","0"
"1001705","1"
"1001706","1"
"1001708","1"
"1001709","0"
"1001711","0"
"1001712","0"
"1001713","0"
"1001714","0"
"1001715","0"
"1001716","1"
"1001724","0"
"1001729","0"
"1001731","0"
"1001732","1"
"1001733","1"
"1001735","0"
"1001737","0"
"1001738","0"
"1001740","0"
"1001741","0"
"1001745","0"
"1001752","0"
"1001755","0"
"1001759","0"
"1001763","0"
"1001766","0"
"1001783","0"
"1001784","0"
"1001786","0"
"1001787","0"
"1001790","0"
"1001791","0"
"1001792","1"
"1001793","0"
"1001796","0"
"1001798","0"
"1001801","0"
"1001802","0"
"1001806","0"
"1001809","0"
"1001810","0"
"1001813","0"
"1001816","0"
"1001823","0"
"1001825","0"
"1001829","0"
"1001830","0"
"1001833","0"
"1001838","0"
"1001840","0"
"1001841","0"
"1001847","0"
"1001848","0"
"1001850","0"
"1001851","0"
"1001853","0"
"1001856","0"
"1001858","1"
"1001859","0"
"1001864","0"
"1001867","0"
"1001870","0"
"1001871","0"
"1001874","0"
"1001875","0"
"1001877","0"
"1001878","0"
"1001879","0"
"1001884","1"
"1001891","0"
"1001892","0"
"1001893","0"
"1001895","0"
"1001896","0"
"1001897","0"
"1001898","0"
"1001902","0"
"1001909","0"
"1001914","0"
"1001917","0"
"1001919","0"
"1001922","0"
"1001924","0"
"1001925","1"
"1001926","0"
"1001928","0"
"1001929","0"
"1001932","0"
"1001934","0"
"1001937","0"
"1001940","0"
"1001943","0"
"1001944","1"
"1001946","0"
"1001947","1"
"1001952","0"
"1001961","0"
"1001962","0"
"1001965","0"
"1001971","1"
"1001974","0"
"1001976","0"
"1001979","0"
"1001980","0"
"1001982","0"
"1001986","0"
"1001993","0"
"1001994","0"
"1001996","0"
"1002000","1"
"1002003","0"
"1002006","0"
"1002007","0"
"1002009","0"
"1002019","0"
"1002023","0"
"1002024","0"
"1002025","0"
"1002027","0"
"1002028","0"
"1002032","0"
"1002035","1"
"1002039","0"
"1002041","0"
"1002045","0"
"1002047","0"
"1002054","0"
"1002055","0"
"1002056","0"
"1002063","0"
"1002064","1"
"1002070","0"
"1002075","1"
"1002076","0"
"1002081","0"
"1002086","1"
"1002087","0"
"1002088","0"
"1002089","0"
"1002090","0"
"1002091","0"
"1002092","0"
"1002097","0"
"1002111","1"
"1002112","1"
"1002113","0"
"1002114","0"
"1002117","1"
"1002123","0"
"1002127","0"
"1002131","0"
"1002132","0"
"1002133","0"
"1002135","0"
"1002137","0"
"1002138","0"
"1002141","0"
"1002146","1"
"1002148","0"
"1002150","0"
"1002154","0"
"1002156","0"
"1002157","0"
"1002161","1"
"1002170","0"
"1002171","1"
"1002172","0"
"1002182","1"
"1002189","0"
"1002194","1"
"1002198","0"
"1002199","0"
"1002201","0"
"1002202","0"
"1002204","0"
"1002206","1"
"1002207","1"
"1002208","0"
"1002209","1"
"1002212","1"
"1002217","1"
"1002218","0"
"1002220","0"
"1002225","0"
"1002226","0"
"1002227","0"
"1002230","0"
"1002239","0"
"1002243","0"
"1002244","0"
"1002245","0"
"1002249","0"
"1002252","0"
"1002253","0"
"1002255","0"
"1002257","1"
"1002259","0"
"1002262","1"
"1002263","0"
"1002265","0"
"1002267","0"
"1002268","0"
"1002271","0"
"1002272","0"
"1002276","0"
"1002278","0"
"1002279","0"
"1002284","0"
"1002286","0"
"1002292","0"
"1002297","1"
"1002301","1"
"1002304","1"
"1002307","0"
"1002310","0"
"1002312","1"
"1002314","1"
"1002315","0"
"1002316","0"
"1002318","0"
"1002322","0"
"1002324","0"
"1002325","1"
"1002327","0"
"1002330","0"
"1002334","0"
"1002335","0"
"1002337","0"
"1002338","1"
"1002339","0"
"1002343","0"
"1002345","0"
"1002347","0"
"1002355","1"
"1002358","0"
"1002360","0"
"1002361","0"
"1002366","0"
"1002370","0"
"1002372","0"
"1002376","1"
"1002379","1"
"1002381","0"
"1002384","1"
"1002392","1"
"1002394","1"
"1002399","0"
"1002409","0"
"1002419","0"
"1002420","1"
"1002421","0"
"1002433","0"
"1002436","0"
"1002437","0"
"1002439","0"
"1002442","0"
"1002444","0"
"1002446","0"
"1002448","0"
"1002450","0"
"1002456","0"
"1002457","0"
"1002460","0"
"1002461","0"
"1002465","0"
"1002474","0"
"1002475","0"
"1002476","0"
"1002477","1"
"1002487","1"
"1002488","0"
"1002490","0"
"1002491","0"
"1002500","0"
"1002501","0"
"1002503","0"
"1002504","0"
"1002509","0"
"1002512","0"
"1002513","1"
"1002515","0"
"1002516","1"
"1002517","0"
"1002519","1"
"1002520","0"
"1002522","0"
"1002526","0"
"1002529","0"
"1002531","0"
"1002532","0"
"1002541","1"
"1002545","0"
"1002547","1"
"1002550","0"
"1002554","0"
"1002556","0"
"1002557","1"
"1002566","0"
"1002568","1"
"1002571","0"
"1002572","0"
"1002574","0"
"1002577","0"
"1002582","1"
"1002585","0"
"1002594","0"
"1002597","1"
"1002598","0"
"1002599","0"
"1002605","0"
"1002606","0"
"1002607","0"
"1002609","0"
"1002611","0"
"1002618","1"
"1002620","0"
"1002621","0"
"1002622","0"
"1002624","0"
"1002625","0"
"1002633","0"
"1002636","1"
"1002645","0"
"1002647","0"
"1002648","1"
"1002651","0"
"1002655","0"
"1002656","0"
"1002662","0"
"1002667","0"
"1002669","0"
"1002673","1"
"1002678","0"
"1002679","0"
"1002681","0"
"1002683","0"
"1002686","0"
"1002689","0"
"1002691","0"
"1002693","0"
"1002694","1"
"1002696","0"
"1002700","0"
"1002701","0"
"1002704","0"
"1002705","1"
"1002707","0"
"1002708","0"
"1002715","0"
"1002717","0"
"1002718","0"
"1002719","0"
"1002721","0"
"1002722","0"
"1002723","0"
"1002726","0"
"1002728","0"
"1002730","0"
"1002731","0"
"1002734","1"
"1002738","0"
"1002739","0"
"1002741","1"
"1002743","0"
"1002751","0"
"1002752","0"
"1002753","0"
"1002755","0"
"1002758","0"
"1002759","0"
"1002760","1"
"1002765","0"
"1002768","1"
"1002770","1"
"1002774","0"
"1002780","0"
"1002782","0"
"1002783","0"
"1002786","0"
"1002787","0"
"1002788","0"
"1002790","0"
"1002791","0"
"1002793","0"
"1002808","0"
"1002810","0"
"1002812","0"
"1002818","0"
"1002819","0"
"1002828","0"
"1002829","0"
"1002830","0"
"1002837","0"
"1002839","1"
"1002841","1"
"1002842","0"
"1002843","0"
"1002850","0"
"1002852","1"
"1002860","0"
"1002861","0"
"1002868","1"
"1002870","0"
"1002871","0"
"1002875","0"
"1002878","0"
"1002879","0"
"1002883","0"
"1002884","0"
"1002886","0"
"1002892","0"
"1002895","1"
"1002897","0"
"1002899","0"
"1002913","0"
"1002916","0"
"1002919","0"
"1002921","0"
"1002922","0"
"1002925","1"
"1002926","0"
"1002927","0"
"1002928","0"
"1002935","1"
"1002938","1"
"1002942","0"
"1002946","0"
"1002948","0"
"1002949","1"
"1002952","0"
"1002953","0"
"1002954","0"
"1002962","1"
"1002965","0"
"1002967","0"
"1002968","1"
"1002969","0"
"1002971","0"
"1002973","0"
"1002975","0"
"1002976","0"
"1002984","0"
"1002985","0"
"1002989","0"
"1002991","0"
"1002992","0"
"1002994","0"
"1002996","1"
"1003002","0"
"1003004","0"
"1003011","0"
"1003020","0"
"1003021","0"
"1003023","0"
"1003026","1"
"1003028","0"
"1003030","0"
"1003031","0"
"1003036","0"
"1003037","1"
"1003038","1"
"1003039","0"
"1003044","1"
"1003045","0"
"1003052","0"
"1003053","0"
"1003054","0"
"1003056","0"
"1003058","1"
"1003059","0"
"1003061","0"
"1003065","1"
"1003070","0"
"1003075","0"
"1003079","0"
"1003082","0"
"1003086","0"
"1003089","0"
"1003091","0"
"1003095","0"
"1003096","0"
"1003099","1"
"1003101","0"
"1003103","0"
"1003106","0"
"1003107","0"
"1003120","0"
"1003122","1"
"1003128","0"
"1003129","0"
"1003130","0"
"1003132","0"
"1003133","0"
"1003139","0"
"1003143","0"
"1003151","0"
"1003152","0"
"1003153","0"
"1003155","0"
"1003158","0"
"1003160","0"
"1003165","0"
"1003169","0"
"1003172","0"
"1003173","0"
"1003175","1"
"1003179","0"
"1003181","0"
"1003182","0"
"1003187","1"
"1003188","0"
"1003189","0"
"1003192","0"
"1003193","0"
"1003201","1"
"1003204","1"
"1003205","0"
"1003206","0"
"1003208","0"
"1003209","0"
"1003210","0"
"1003211","0"
"1003212","1"
"1003215","0"
"1003216","1"
"1003223","0"
"1003224","0"
"1003226","1"
"1003227","0"
"1003231","0"
"1003232","1"
"1003234","0"
"1003236","1"
"1003237","0"
"1003240","0"
"1003247","1"
"1003260","0"
"1003262","1"
"1003266","0"
"1003267","0"
"1003268","0"
"1003269","1"
"1003271","0"
"1003273","1"
"1003281","0"
"1003287","0"
"1003288","1"
"1003289","0"
"1003291","0"
"1003294","1"
"1003295","0"
"1003302","0"
"1003312","0"
"1003315","0"
"1003319","0"
"1003321","0"
"1003322","0"
"1003323","0"
"1003327","0"
"1003328","0"
"1003332","0"
"1003336","0"
"1003340","1"
"1003341","0"
"1003342","0"
"1003343","0"
"1003345","0"
"1003347","0"
"1003350","0"
"1003353","0"
"1003354","0"
"1003355","0"
"1003356","0"
"1003358","0"
"1003359","0"
"1003362","1"
"1003364","0"
"1003365","0"
"1003366","0"
"1003367","0"
"1003370","0"
"1003371","1"
"1003378","0"
"1003379","0"
"1003381","0"
"1003383","0"
"1003386","0"
"1003395","0"
"1003397","0"
"1003398","1"
"1003401","0"
"1003403","0"
"1003405","0"
"1003406","0"
"1003409","0"
"1003412","0"
"1003413","1"
"1003414","0"
"1003415","0"
"1003427","0"
"1003428","0"
"1003436","1"
"1003439","0"
"1003441","0"
"1003447","0"
"1003454","0"
"1003455","0"
"1003458","0"
"1003461","1"
"1003462","0"
"1003466","0"
"1003471","0"
"1003474","0"
"1003476","0"
"1003477","0"
"1003480","0"
"1003485","0"
"1003487","0"
"1003489","0"
"1003492","0"
"1003494","0"
"1003495","0"
"1003506","0"
"1003507","0"
